Timestamp,my-wallet-n-users
2019-06-18 19:54:32,39606770
2019-06-19 12:54:32,39645327
2019-06-20 05:54:32,39684115
2019-06-20 22:54:32,39719523
2019-06-21 15:54:32,39751949
2019-06-22 08:54:32,39776827
2019-06-23 01:54:32,39812404
2019-06-23 18:54:32,39840956
2019-06-24 11:54:32,39874981
2019-06-25 04:54:32,39905434
2019-06-25 21:54:32,39928935
2019-06-26 14:54:32,39966160
2019-06-27 07:54:32,39981141
2019-06-28 00:54:32,40004049
2019-06-28 17:54:32,40037636
2019-06-29 10:54:32,40050566
2019-06-30 03:54:32,40067178
2019-06-30 20:54:32,40086673
2019-07-01 13:54:32,40102759
2019-07-02 06:54:32,40122247
2019-07-02 23:54:32,40140698
2019-07-03 16:54:32,40161666
2019-07-04 09:54:32,40180069
2019-07-05 02:54:32,40202103
2019-07-05 19:54:32,40226083
2019-07-06 12:54:32,40239382
2019-07-07 05:54:32,40248974
2019-07-07 22:54:32,40269000
2019-07-08 15:54:32,40283333
2019-07-09 08:54:32,40296892
2019-07-10 01:54:32,40331604
2019-07-10 18:54:32,40357804
2019-07-11 11:54:32,40376174
2019-07-12 04:54:32,40391193
2019-07-12 21:54:32,40410481
2019-07-13 14:54:32,40428051
2019-07-14 07:54:32,40445586
2019-07-15 00:54:32,40461484
2019-07-15 17:54:32,40477697
2019-07-16 10:54:32,40495727
2019-07-17 03:54:32,40510036
2019-07-17 20:54:32,40537127
2019-07-18 13:54:32,40561128
2019-07-19 06:54:32,40577182
2019-07-19 23:54:32,40611463
2019-07-20 16:54:32,40624110
2019-07-21 09:54:32,40649378
2019-07-22 02:54:32,40662060
2019-07-22 19:54:32,40685759
2019-07-23 12:54:32,40714988
2019-07-24 05:54:32,40731162
2019-07-24 22:54:32,40751487
2019-07-25 15:54:32,40761942
2019-07-26 08:54:32,40782340
2019-07-27 01:54:32,40798884
2019-07-27 18:54:32,40826260
2019-07-28 11:54:32,40837155
2019-07-29 04:54:32,40845935
2019-07-29 21:54:32,40872577
2019-07-30 14:54:32,40893721
2019-07-31 07:54:32,40912756
2019-08-01 00:54:32,40928009
2019-08-01 17:54:32,40950579
2019-08-02 10:54:32,40962543
2019-08-03 03:54:32,40981144
2019-08-03 20:54:32,40995332
2019-08-04 13:54:32,41013360
2019-08-05 06:54:32,41028521
2019-08-05 23:54:32,41044439
2019-08-06 16:54:32,41067421
2019-08-07 09:54:32,41082395
2019-08-08 02:54:32,41108175
2019-08-08 19:54:32,41121751
2019-08-09 12:54:32,41130478
2019-08-10 05:54:32,41148010
2019-08-10 22:54:32,41160095
2019-08-11 15:54:32,41173484
2019-08-12 08:54:32,41183316
2019-08-13 01:54:32,41201250
2019-08-13 18:54:32,41212936
2019-08-14 11:54:32,41223963
2019-08-15 04:54:32,41239931
2019-08-15 21:54:32,41255401
2019-08-16 14:54:32,41273187
2019-08-17 07:54:32,41283032
2019-08-18 00:54:32,41297594
2019-08-18 17:54:32,41310517
2019-08-19 10:54:32,41318338
2019-08-20 03:54:32,41340625
2019-08-20 20:54:32,41358516
2019-08-21 13:54:32,41373661
2019-08-22 06:54:32,41398204
2019-08-22 23:54:32,41417686
2019-08-23 16:54:32,41437032
2019-08-24 09:54:32,41453587
2019-08-25 02:54:32,41465245
2019-08-25 19:54:32,41483643
2019-08-26 12:54:32,41506991
2019-08-27 05:54:32,41519624
2019-08-27 22:54:32,41537123
2019-08-28 15:54:32,41550821
2019-08-29 08:54:32,41567754
2019-08-30 01:54:32,41583454
2019-08-30 18:54:32,41600095
2019-08-31 11:54:32,41614400
2019-09-01 04:54:32,41631509
2019-09-01 21:54:32,41646706
2019-09-02 14:54:32,41659718
2019-09-03 07:54:32,41675716
2019-09-04 00:54:32,41691696
2019-09-04 17:54:32,41703335
2019-09-05 10:54:32,41724935
2019-09-06 03:54:32,41744035
2019-09-06 20:54:32,41761011
2019-09-07 13:54:32,41772131
2019-09-08 06:54:32,41785785
2019-09-08 23:54:32,41801581
2019-09-09 16:54:32,41824085
2019-09-10 09:54:32,41840166
2019-09-11 02:54:32,41869446
2019-09-11 19:54:32,41908663
2019-09-12 12:54:32,41926274
2019-09-13 05:54:32,41941175
2019-09-13 22:54:32,41954439
2019-09-14 15:54:32,41964046
2019-09-15 08:54:32,41982557
2019-09-16 01:54:32,41996410
2019-09-16 18:54:32,42022852
2019-09-17 11:54:32,42031074
2019-09-18 04:54:32,42051065
2019-09-18 21:54:32,42066493
2019-09-19 14:54:32,42083769
2019-09-20 07:54:32,42097472
2019-09-21 00:54:32,42111184
2019-09-21 17:54:32,42127508
2019-09-22 10:54:32,42134366
2019-09-23 03:54:32,42152608
2019-09-23 20:54:32,42166786
2019-09-24 13:54:32,42175142
2019-09-25 06:54:32,42198131
2019-09-25 23:54:32,42209864
2019-09-26 16:54:32,42228447
2019-09-27 09:54:32,42235703
2019-09-28 02:54:32,42258154
2019-09-28 19:54:32,42268763
2019-09-29 12:54:32,42277810
2019-09-30 05:54:32,42294928
2019-09-30 22:54:32,42308106
2019-10-01 15:54:32,42327663
2019-10-02 08:54:32,42354433
2019-10-03 01:54:32,42373761
2019-10-03 18:54:32,42403406
2019-10-04 11:54:32,42410916
2019-10-05 04:54:32,42426179
2019-10-05 21:54:32,42440881
2019-10-06 14:54:32,42451766
2019-10-07 07:54:32,42467801
2019-10-08 00:54:32,42485922
2019-10-08 17:54:32,42502529
2019-10-09 10:54:32,42517937
2019-10-10 03:54:32,42532981
2019-10-10 20:54:32,42560844
2019-10-11 13:54:32,42578168
2019-10-12 06:54:32,42595047
2019-10-12 23:54:32,42620103
2019-10-13 16:54:32,42625671
2019-10-14 09:54:32,42646165
2019-10-15 02:54:32,42657221
2019-10-15 19:54:32,42671767
2019-10-16 12:54:32,42690489
2019-10-17 05:54:32,42698935
2019-10-17 22:54:32,42717979
2019-10-18 15:54:32,42727428
2019-10-19 08:54:32,42744436
2019-10-20 01:54:32,42753917
2019-10-20 18:54:32,42763100
2019-10-21 11:54:32,42796483
2019-10-22 04:54:32,42811391
2019-10-22 21:54:32,42835147
2019-10-23 14:54:32,42847186
2019-10-24 07:54:32,42867855
2019-10-25 00:54:32,42883807
2019-10-25 17:54:32,42893663
2019-10-26 10:54:32,42919695
2019-10-27 03:54:32,42930326
2019-10-27 20:54:32,42951085
2019-10-28 13:54:32,42968451
2019-10-29 06:54:32,42988925
2019-10-29 23:54:32,43001793
2019-10-30 16:54:32,43013370
2019-10-31 09:54:32,43041665
2019-11-01 02:54:32,43057918
2019-11-01 19:54:32,43074946
2019-11-02 12:54:32,43084321
2019-11-03 04:54:32,43096329
2019-11-03 21:54:32,43108397
2019-11-04 14:54:32,43119904
2019-11-05 07:54:32,43135749
2019-11-06 00:54:32,43154424
2019-11-06 17:54:32,43181906
2019-11-07 10:54:32,43202655
2019-11-08 03:54:32,43218922
2019-11-08 20:54:32,43230209
2019-11-09 13:54:32,43240445
2019-11-10 06:54:32,43255998
2019-11-10 23:54:32,43268091
2019-11-11 16:54:32,43285709
2019-11-12 09:54:32,43296820
2019-11-13 02:54:32,43320443
2019-11-13 19:54:32,43336137
2019-11-14 12:54:32,43344316
2019-11-15 05:54:32,43362660
2019-11-15 22:54:32,43377088
2019-11-16 15:54:32,43419876
2019-11-17 08:54:32,43432543
2019-11-18 01:54:32,43455306
2019-11-18 18:54:32,43482962
2019-11-19 11:54:32,43510492
2019-11-20 04:54:32,43540281
2019-11-20 21:54:32,43565193
2019-11-21 14:54:32,43590972
2019-11-22 07:54:32,43629133
2019-11-23 00:54:32,43660558
2019-11-23 17:54:32,43684144
2019-11-24 10:54:32,43698256
2019-11-25 03:54:32,43719529
2019-11-25 20:54:32,43738067
2019-11-26 13:54:32,43757758
2019-11-27 06:54:32,43775853
2019-11-27 23:54:32,43803990
2019-11-28 16:54:32,43828027
2019-11-29 09:54:32,43839287
2019-11-30 02:54:32,43858696
2019-11-30 19:54:32,43876788
2019-12-01 12:54:32,43894096
2019-12-02 05:54:32,43916129
2019-12-02 22:54:32,43945645
2019-12-03 15:54:32,43961441
2019-12-04 08:54:32,43977136
2019-12-05 01:54:32,44007637
2019-12-05 18:54:32,44025056
2019-12-06 11:54:32,44046973
2019-12-07 04:54:32,44063902
2019-12-07 21:54:32,44083089
2019-12-08 14:54:32,44101415
2019-12-09 07:54:32,44114786
2019-12-10 00:54:32,44145478
2019-12-10 17:54:32,44168427
2019-12-11 10:54:32,44191771
2019-12-12 03:54:32,44215604
2019-12-12 20:54:32,44251187
2019-12-13 13:54:32,44275601
2019-12-14 06:54:32,44284401
2019-12-14 23:54:32,44321648
2019-12-15 16:54:32,44346912
2019-12-16 09:54:32,44366315
2019-12-19 23:00:00,44476864
2020-01-05 23:00:00,44818309
2020-01-22 10:54:32,45274690
2020-01-23 03:54:32,45277170
2020-01-23 20:54:32,45296585
2020-01-24 13:54:32,45313590
2020-01-25 06:54:32,45325516
2020-01-25 23:54:32,45342388
2020-01-26 16:54:32,45356618
2020-01-27 09:54:32,45382348
2020-01-28 02:54:32,45400163
2020-01-28 19:54:32,45421892
2020-01-29 12:54:32,45432499
2020-01-30 05:54:32,45458408
2020-01-30 22:54:32,45478784
2020-01-31 15:54:32,45508555
2020-02-01 08:54:32,45529607
2020-02-02 01:54:32,45560812
2020-02-02 18:54:32,45574083
2020-02-03 11:54:32,45615989
2020-02-04 04:54:32,45629234
2020-02-04 21:54:32,45658934
2020-02-05 14:54:32,45676936
2020-02-06 07:54:32,45686808
2020-02-07 00:54:32,45709226
2020-02-07 17:54:32,45725407
2020-02-08 10:54:32,45743857
2020-02-09 03:54:32,45758715
2020-02-09 20:54:32,45782541
2020-02-10 13:54:32,45799382
2020-02-11 06:54:32,45811899
2020-02-11 23:54:32,45833055
2020-02-12 16:54:32,45850590
2020-02-13 09:54:32,45871353
2020-02-14 02:54:32,45887470
2020-02-14 19:54:32,45907002
2020-02-15 12:54:32,45923950
2020-02-16 05:54:32,45935320
2020-02-16 22:54:32,45958115
2020-02-17 15:54:32,45975344
2020-02-18 08:54:32,45996296
2020-02-19 01:54:32,46008665
2020-02-19 18:54:32,46033977
2020-02-20 11:54:32,46048457
2020-02-21 04:54:32,46058779
2020-02-21 21:54:32,46078533
2020-02-22 14:54:32,46089735
2020-02-23 07:54:32,46109417
2020-02-24 00:54:32,46121612
2020-02-24 17:54:32,46144447
2020-02-25 10:54:32,46153596
2020-02-26 03:54:32,46176017
2020-02-26 20:54:32,46190098
2020-02-27 13:54:32,46199504
2020-02-28 06:54:32,46225608
2020-02-28 23:54:32,46239081
2020-02-29 16:54:32,46258265
2020-03-01 09:54:32,46269405
2020-03-02 02:54:32,46284367
2020-03-02 19:54:32,46296766
2020-03-03 12:54:32,46309514
2020-03-04 05:54:32,46333287
2020-03-04 22:54:32,46346190
2020-03-05 15:54:32,46361499
2020-03-06 08:54:32,46380703
2020-03-07 01:54:32,46395508
2020-03-07 18:54:32,46415100
2020-03-08 12:54:32,46425733
2020-03-09 05:54:32,46440772
2020-03-09 22:54:32,46454147
2020-03-10 15:54:32,46467186
2020-03-11 08:54:32,46489183
2020-03-12 01:54:32,46501162
2020-03-12 18:54:32,46527725
2020-03-13 11:54:32,46547238
2020-03-14 04:54:32,46571921
2020-03-14 21:54:32,46594448
2020-03-15 14:54:32,46616929
2020-03-16 07:54:32,46627376
2020-03-17 00:54:32,46649347
2020-03-17 17:54:32,46673128
2020-03-18 10:54:32,46687059
2020-03-19 03:54:32,46709264
2020-03-19 20:54:32,46726871
2020-03-20 13:54:32,46757500
2020-03-21 06:54:32,46770580
2020-03-21 23:54:32,46807621
2020-03-22 16:54:32,46835990
2020-03-23 09:54:32,46852372
2020-03-24 02:54:32,46878912
2020-03-24 19:54:32,46901387
2020-03-25 12:54:32,46930091
2020-03-26 05:54:32,46954396
2020-03-26 22:54:32,46981608
2020-03-27 15:54:32,46999239
2020-03-28 08:54:32,47018650
2020-03-29 01:54:32,47045084
2020-03-29 18:54:32,47065538
2020-03-30 11:54:32,47092868
2020-03-31 04:54:32,47107739
2020-03-31 21:54:32,47141605
2020-04-01 14:54:32,47159951
2020-04-02 07:54:32,47182415
2020-04-03 00:54:32,47208777
2020-04-03 17:54:32,47236254
2020-04-04 10:54:32,47256074
2020-04-05 03:54:32,47286940
2020-04-05 20:54:32,47312296
2020-04-06 13:54:32,47347479
2020-04-07 06:54:32,47363453
2020-04-07 23:54:32,47392031
2020-04-08 16:54:32,47421088
2020-04-09 09:54:32,47442611
2020-04-10 02:54:32,47473019
2020-04-10 19:54:32,47499401
2020-04-11 12:54:32,47525466
2020-04-12 05:54:32,47546055
2020-04-12 22:54:32,47567034
2020-04-13 15:54:32,47599472
2020-04-14 08:54:32,47619558
2020-04-15 01:54:32,47644205
2020-04-15 18:54:32,47671079
2020-04-16 11:54:32,47693916
2020-04-17 04:54:32,47718896
2020-04-17 21:54:32,47740271
2020-04-18 14:54:32,47766528
2020-04-19 07:54:32,47784041
2020-04-20 00:54:32,47812712
2020-04-20 17:54:32,47840252
2020-04-21 10:54:32,47863050
2020-04-22 03:54:32,47888302
2020-04-22 20:54:32,47912346
2020-04-23 13:54:32,47940056
2020-04-24 06:54:32,47960512
2020-04-24 23:54:32,47990819
2020-04-25 16:54:32,48011787
2020-04-26 09:54:32,48027209
2020-04-27 02:54:32,48060199
2020-04-27 19:54:32,48079299
2020-04-28 12:54:32,48106471
2020-04-29 05:54:32,48126954
2020-04-29 22:54:32,48165067
2020-04-30 15:54:32,48193433
2020-05-01 08:54:32,48213850
2020-05-02 01:54:32,48247908
2020-05-02 18:54:32,48274688
2020-05-03 11:54:32,48305123
2020-05-04 04:54:32,48321491
2020-05-04 21:54:32,48349487
2020-05-05 14:54:32,48373011
2020-05-06 07:54:32,48410670
2020-05-07 00:54:32,48450323
2020-05-07 17:54:32,48501845
2020-05-08 10:54:32,48534979
2020-05-09 03:54:32,48596833
2020-05-09 20:54:32,48643060
2020-05-10 13:54:32,48692339
2020-05-11 06:54:32,48762353
2020-05-11 23:54:32,48785147
2020-05-12 16:54:32,48827911
2020-05-13 09:54:32,48854308
2020-05-14 02:54:32,48896393
2020-05-14 19:54:32,48930040
2020-05-15 12:54:32,48958162
2020-05-16 05:54:32,49008283
2020-05-16 22:54:32,49038987
2020-05-17 15:54:32,49072394
2020-05-18 08:54:32,49098935
2020-05-19 01:54:32,49125933
2020-05-19 18:54:32,49161786
2020-05-20 11:54:32,49187869
2020-05-21 04:54:32,49227101
2020-05-21 21:54:32,49254397
2020-05-22 14:54:32,49291081
2020-05-23 07:54:32,49309268
2020-05-24 00:54:32,49338881
2020-05-24 17:54:32,49378595
2020-05-25 10:54:32,49399326
2020-05-26 03:54:32,49435577
2020-05-26 20:54:32,49457839
2020-05-27 13:54:32,49483073
2020-05-28 06:54:32,49503721
2020-05-28 23:54:32,49526761
2020-05-29 16:54:32,49552512
2020-05-30 09:54:32,49567665
2020-05-31 02:54:32,49592093
2020-05-31 19:54:32,49612974
2020-06-01 12:54:32,49639293
2020-06-02 05:54:32,49657733
2020-06-02 22:54:32,49681375
2020-06-03 15:54:32,49709097
2020-06-04 08:54:32,49727947
2020-06-05 01:54:32,49752400
2020-06-05 18:54:32,49783919
2020-06-06 11:54:32,49804097
2020-06-07 04:54:32,49825495
2020-06-07 21:54:32,49853334
2020-06-08 14:54:32,49875848
2020-06-09 07:54:32,49902586
2020-06-10 00:54:32,49927417
2020-06-10 17:54:32,49956355
2020-06-11 10:54:32,49977636
2020-06-12 03:54:32,49996121
2020-06-12 20:54:32,50031529
2020-06-13 13:54:32,50051913
2020-06-14 06:54:32,50074411
2020-06-14 23:54:32,50100072
2020-06-15 16:54:32,50126939
2020-06-16 09:54:32,50152553
2020-06-17 02:54:32,50183707
2020-06-17 19:54:32,50206369
2020-06-18 12:54:32,50235692
2020-06-19 05:54:32,50254772
2020-06-19 22:54:32,50285579
2020-06-20 15:54:32,50311280
2020-06-21 08:54:32,50344864
2020-06-22 01:54:32,50374707
2020-06-22 18:54:32,50408653
2020-06-23 11:54:32,50437836
2020-06-24 04:54:32,50459454
2020-06-24 21:54:32,50493134
2020-06-25 14:54:32,50513976
2020-06-26 07:54:32,50544849
2020-06-27 00:54:32,50568989
2020-06-27 17:54:32,50586619
2020-06-28 10:54:32,50625043
2020-06-29 03:54:32,50644866
2020-06-29 20:54:32,50681131
2020-06-30 13:54:32,50707086
2020-07-01 06:54:32,50744373
2020-07-01 23:54:32,50767121
2020-07-02 16:54:32,50790551
2020-07-03 09:54:32,50819572
2020-07-04 02:54:32,50844380
2020-07-04 19:54:32,50874784
2020-07-05 12:54:32,50888757
2020-07-06 05:54:32,50922841
2020-07-06 22:54:32,50946336
2020-07-07 15:54:32,50969947
2020-07-08 08:54:32,50999025
2020-07-09 01:54:32,51023007
2020-07-09 18:54:32,51061792
2020-07-10 11:54:32,51086889
2020-07-11 04:54:32,51114667
2020-07-11 21:54:32,51143211
2020-07-12 14:54:32,51162951
2020-07-13 07:54:32,51204773
2020-07-14 00:54:32,51229438
2020-07-14 17:54:32,51264652
2020-07-15 10:54:32,51289691
2020-07-16 03:54:32,51328847
2020-07-16 20:54:32,51353381
2020-07-17 13:54:32,51381463
2020-07-18 06:54:32,51412778
2020-07-18 23:54:32,51438971
2020-07-19 16:54:32,51467910
2020-07-20 09:54:32,51489570
2020-07-21 02:54:32,51531460
2020-07-21 19:54:32,51559155
2020-07-22 12:54:32,51585531
2020-07-23 05:54:32,51621718
2020-07-23 22:54:32,51652345
2020-07-24 15:54:32,51702236
2020-07-25 08:54:32,51724150
2020-07-26 01:54:32,51769259
2020-07-26 18:54:32,51801499
2020-07-27 11:54:32,51821582
2020-07-28 04:54:32,51874740
2020-07-28 21:54:32,51903974
2020-07-29 14:54:32,51952473
2020-07-30 07:54:32,51974441
2020-07-31 00:54:32,52016198
2020-07-31 17:54:32,52039617
2020-08-01 10:54:32,52056004
2020-08-02 03:54:32,52092347
2020-08-02 20:54:32,52120519
2020-08-03 13:54:32,52148832
2020-08-04 06:54:32,52179995
2020-08-04 23:54:32,52203973
2020-08-05 16:54:32,52226563
2020-08-06 09:54:32,52249631
2020-08-07 02:54:32,52281159
2020-08-07 19:54:32,52308662
2020-08-08 12:54:32,52335648
2020-08-09 05:54:32,52353235
2020-08-09 22:54:32,52391025
2020-08-10 15:54:32,52413099
2020-08-11 08:54:32,52443982
2020-08-12 01:54:32,52467263
2020-08-12 18:54:32,52507724
2020-08-13 11:54:32,52532141
2020-08-14 04:54:32,52551477
2020-08-14 21:54:32,52602380
2020-08-15 14:54:32,52613749
2020-08-16 07:54:32,52649995
2020-08-17 00:54:32,52670406
2020-08-17 17:54:32,52706520
2020-08-18 10:54:32,52723143
2020-08-19 03:54:32,52748656
2020-08-19 20:54:32,52782166
2020-08-20 13:54:32,52802179
2020-08-21 06:54:32,52832604
2020-08-21 23:54:32,52856667
2020-08-22 16:54:32,52886211
2020-08-23 09:54:32,52905086
2020-08-24 02:54:32,52928509
2020-08-24 19:54:32,52960154
2020-08-25 12:54:32,52980709
2020-08-26 05:54:32,53005261
2020-08-26 22:54:32,53029649
2020-08-27 15:54:32,53055487
2020-08-28 08:54:32,53075277
2020-08-29 01:54:32,53092773
2020-08-29 18:54:32,53122759
2020-08-30 11:54:32,53134626
2020-08-31 04:54:32,53166068
2020-08-31 21:54:32,53185834
2020-09-01 14:54:32,53215210
2020-09-02 07:54:32,53236722
2020-09-03 00:54:32,53256853
2020-09-03 17:54:32,53290770
2020-09-04 10:54:32,53307785
2020-09-05 03:54:32,53337050
2020-09-05 20:54:32,53356274
2020-09-06 13:54:32,53384436
2020-09-07 06:54:32,53395231
2020-09-07 23:54:32,53418019
2020-09-08 16:54:32,53449473
2020-09-09 09:54:32,53467691
2020-09-10 02:54:32,53493863
2020-09-10 19:54:32,53516044
2020-09-11 12:54:32,53539575
2020-09-12 05:54:32,53561715
2020-09-12 22:54:32,53587633
2020-09-13 15:54:32,53615722
2020-09-14 08:54:32,53634790
2020-09-15 01:54:32,53662339
2020-09-15 18:54:32,53688939
2020-09-16 11:54:32,53716726
2020-09-17 04:54:32,53738743
2020-09-17 21:54:32,53765846
2020-09-18 14:54:32,53789271
2020-09-19 07:54:32,53830258
2020-09-20 00:54:32,53848460
2020-09-20 17:54:32,53887732
2020-09-21 10:54:32,53904691
2020-09-22 03:54:32,53933673
2020-09-22 20:54:32,53969300
2020-09-23 13:54:32,53989717
2020-09-24 06:54:32,54017547
2020-09-24 23:54:32,54042376
2020-09-25 16:54:32,54070881
2020-09-26 09:54:32,54089822
2020-09-27 02:54:32,54109814
2020-09-27 19:54:32,54148169
2020-09-28 12:54:32,54162823
2020-09-29 05:54:32,54200481
2020-09-29 22:54:32,54224524
2020-09-30 15:54:32,54268353
2020-10-01 08:54:32,54290217
2020-10-02 01:54:32,54323892
2020-10-02 18:54:32,54355557
2020-10-03 11:54:32,54368858
2020-10-04 04:54:32,54400552
2020-10-04 21:54:32,54422490
2020-10-05 14:54:32,54466372
2020-10-06 07:54:32,54483954
2020-10-07 00:54:32,54512273
2020-10-07 17:54:32,54544080
2020-10-08 10:54:32,54559430
2020-10-09 03:54:32,54597777
2020-10-09 20:54:32,54634276
2020-10-10 13:54:32,54670996
2020-10-11 06:54:32,54701746
2020-10-11 23:54:32,54727717
2020-10-12 16:54:32,54782949
2020-10-13 09:54:32,54819241
2020-10-14 02:54:32,54861963
2020-10-14 19:54:32,54902129
2020-10-15 12:54:32,54949726
2020-10-16 05:54:32,54972122
2020-10-16 22:54:32,55000664
2020-10-17 15:54:32,55030303
2020-10-18 08:54:32,55046328
2020-10-19 01:54:32,55090019
2020-10-19 18:54:32,55115853
2020-10-20 11:54:32,55148171
2020-10-21 04:54:32,55175495
2020-10-21 21:54:32,55208001
2020-10-22 14:54:32,55247020
2020-10-23 07:54:32,55271863
2020-10-24 00:54:32,55318601
2020-10-24 17:54:32,55352545
2020-10-25 10:54:32,55386127
2020-10-26 03:54:32,55413053
2020-10-26 20:54:32,55473451
2020-10-27 13:54:32,55500633
2020-10-28 06:54:32,55527427
2020-10-28 23:54:32,55563770
2020-10-29 16:54:32,55588247
2020-10-30 09:54:32,55631779
2020-10-31 02:54:32,55649649
2020-10-31 19:54:32,55684405
2020-11-01 11:54:32,55709915
2020-11-02 04:54:32,55731554
2020-11-02 21:54:32,55764602
2020-11-03 14:54:32,55789298
2020-11-04 07:54:32,55821812
2020-11-05 00:54:32,55889516
2020-11-05 17:54:32,55991743
2020-11-06 10:54:32,56039181
2020-11-07 03:54:32,56146234
2020-11-07 20:54:32,56369296
2020-11-08 13:54:32,56496067
2020-11-09 06:54:32,56748994
2020-11-09 23:54:32,56897595
2020-11-10 16:54:32,57020742
2020-11-11 09:54:32,57230610
2020-11-12 02:54:32,57324607
2020-11-12 19:54:32,57461403
2020-11-13 12:54:32,57646148
2020-11-14 05:54:32,57775166
2020-11-14 22:54:32,57904263
2020-11-15 15:54:32,58147334
2020-11-16 08:54:32,58216939
2020-11-17 01:54:32,58334504
2020-11-17 18:54:32,58417749
2020-11-18 11:54:32,58542325
2020-11-19 04:54:32,58637927
2020-11-19 21:54:32,58795042
2020-11-20 14:54:32,58891563
2020-11-21 07:54:32,59048695
2020-11-22 00:54:32,59138875
2020-11-22 17:54:32,59214641
2020-11-23 10:54:32,59366296
2020-11-24 03:54:32,59454166
2020-11-24 20:54:32,59629098
2020-11-25 13:54:32,59706935
2020-11-26 06:54:32,59852994
2020-11-26 23:54:32,59940448
2020-11-27 16:54:32,59998550
2020-11-28 09:54:32,60103561
2020-11-29 02:54:32,60152825
2020-11-29 19:54:32,60237279
2020-11-30 12:54:32,60321990
2020-12-01 05:54:32,60370919
2020-12-01 22:54:32,60467342
2020-12-02 15:54:32,60513836
2020-12-03 08:54:32,60580066
2020-12-04 01:54:32,60632596
2020-12-04 18:54:32,60704880
2020-12-05 11:54:32,60761701
2020-12-06 04:54:32,60800549
2020-12-06 21:54:32,60870532
2020-12-07 14:54:32,60922790
2020-12-08 07:54:32,60988623
2020-12-09 00:54:32,61061885
2020-12-09 17:54:32,61173163
2020-12-10 10:54:32,61225661
2020-12-11 03:54:32,61296788
2020-12-11 20:54:32,61393514
2020-12-12 13:54:32,61461401
2020-12-13 06:54:32,61536828
2020-12-13 23:54:32,61598443
2020-12-14 16:54:32,61690250
2020-12-15 09:54:32,61753381
2020-12-16 02:54:32,61804966
2020-12-16 19:54:32,61909985
2020-12-17 12:54:32,61982352
2020-12-18 05:54:32,62089384
2020-12-18 22:54:32,62164118
2020-12-19 15:54:32,62245572
2020-12-20 08:54:32,62285608
2020-12-21 01:54:32,62354757
2020-12-21 18:54:32,62445179
2020-12-22 11:54:32,62521996
2020-12-23 04:54:32,62596179
2020-12-23 21:54:32,62651498
2020-12-24 14:54:32,62753715
2020-12-25 07:54:32,62802381
2020-12-26 00:54:32,62874240
2020-12-26 17:54:32,62962878
